chords,view,star,date,url,text
"['Am', 'E', 'A7', 'Dm', 'Dm7', 'E7', 'F', 'B7']",69273,109,12.03.2007,https://amdm.ru/akkordi/ddt/91542/ya_zavtra_broshu_pit/,"['Я завтра брошу пить,', 'Вот удивится свет.', 'Прочту десяток книг', 'И натяну вельвет.', 'Я выдавлю прыщи', 'И патлы постригу,', 'Тройной одеколон', 'Для рожи сберегу.', 'А в гастроном с утра', 'Войду как человек', 'И корешам на зло', 'На торт я выбью чек,', 'И с этим вот тортом', 'Пойду к себе домой,', 'А Клава, дверь открыв,', 'Воскликнет ""Боже мой!""', 'И станем чай мы пить,', 'Газетки вслух читать,', 'А клава может быть', 'С собой положит спать!', 'Ах, Клавдия моя,', 'Как я тебя любил!', 'От этих чувств больных', 'Быть может я и пил.', 'А дальше все пойдет', 'Как в фирменном кино,', 'Куплю машину я,', 'Обои и трюмо.', 'Общественность, завод,', 'Сам посуди, не пью,', 'Посадят за столом', 'Как своего судью...', 'И вот я, на собственной Волге,', 'да по красной площади... можно сказать рок-звезда!', 'И вот на волге я', 'Качу к себе домой,', 'А Клавдия то, растолстев,', 'Все подчует (этой как ее) икрой!', 'Горит цветной экран,', 'Хрустит во рте икра...', 'Настанет мужики', 'Счастливая пора...', 'За это же не грех', 'Сегодня выпить нам,', 'Налей-ка, Вась, еще', 'Мне красненькой 100 грамм,', 'Давай дерябнем, Коль,', 'Мы за мою судьбу,', 'Да за такое ведь', 'Я белую возьму!', 'Я завтра брошу пить!']"
"['F#m', 'D', 'Bm', 'C#']",197385,380,07.04.2003,https://amdm.ru/akkordi/ddt/89959/ti_ne_odin/,"['Когда идет дождь, когда в глаза свет', 'Проходящих мимо машин и никого нет,', 'На дорожных столбах венки, как маяки', 'Прожитых лет, что ты в пути.', 'Третью жизнь за рулем,', 'Три века без сна заливает наши сердца', 'Серым дождем.', 'И кажется все по нулям, кислород и бензин,', 'И с кем там она, но все-таки знай:', 'Ты не один.', 'Ветви старых дорог хлещут тебя по лицу,', 'Нас гоняет по свету ветер и рок.', 'Золотая листва, полыхая огнем,', 'Вместе с верностью рвется к концу,', 'Лишь ночной чернозем, чернозем...', 'Да в небе звезда. Ты не один.', 'На дороге туман да мерещится дым', 'Ты уехал за счастьем вернулся просто седым', 'И кто знает какой новой верой решится эта борьба', 'Быть может на этом пути наша судьба.', 'Ты не один.']"
"['D/F#', 'G', 'Em']",4991,2,28.08.2016,https://amdm.ru/akkordi/ddt/148076/v_restorane/,"['С душой Достоевского, с комплексами Блока', 'Я в ресторане сидел, меня тошнило от сока', 'Судьбу разъел как бронхит - синдром Льва Толстого', 'Непротивление - слева, справа - грубое слово', 'Господь сорвал голос, Его мало кто слышит', 'Но жизнь и так хороша и поэтому дышит', 'Моя любовь к миру слева, там где пышная Клава', 'Где ест яблоки Ева, где моя слава', 'Боже, как хорошо, как легки эти двери', 'Я в них спокойно вошел, на блюдах птицы и звери', 'Я немного грустил, как могила Шагала', 'Спросили - кто виноват? Ответил - выпили мало', 'Но тут ты появилась и этот бред вспыхнул храмом', 'Я как старый Дионис, стал мифологическим срамом', 'Как на невольничьих рынках - стояла Родина голой', 'На подмостках Европы, с крылами до пола', 'Я забыл кем я стал, и я проклял искусство', 'Понял я, что давно боялся этого чувства', 'Я с тоской Мондельштама упал на колени', 'Прости меня, я люблю твои овалы и тени', 'И вдруг что-то влетело в эту щель между нами', 'Что-то сверкнуло и толпы радостной пыли', 'По проспекту поплыли, неся в руках знамя', 'Ты узнала меня и мы секунду любили...', 'И мы секунду любили...', 'И мы секунду любили...', 'И мы секунду...']"
"['Am', 'F', 'Dm', 'E7', 'C', 'Csus2']",6565,6,08.12.2014,https://amdm.ru/akkordi/ddt/101749/novaya_rossiya/,"['Как обезьяна, кормящая мёртвое дитя, не понимая, что плод не живой,', 'Как невеста веруя, что мир есть любовь, и не свяжет рот её скотч.', 'Так и ты спишь с разбитой иллюзией, ослепшей от неона совой,', 'Но тени уже оторвались от предметов в вашу первую брачную ночь.', 'Посмертная маска последних минут пророчит крутой перелом,', 'В этом новом погроме трудно познать, вскрыть самого себя.', 'Ось, на которой вселенная вертится, - в ржавой парадной лом,', 'Последнее соитие с этим миром - ужас своего я.', 'Припев:', 'Новая Россия вылетающая из меня,', 'Врезался в окна юным рассветом нового дня.', 'Новая Россия вылетающая из меня -', 'Больше зерна, нашей любви больше огня!', 'Гармония прекрасна, если не знать, что кричит у неё внутри,', 'Разорвёт от напряжения на этой войне, но другого выхода нет.', 'А в небе туманном сияет она, гори, моя звезда, гори.', 'Мы раненую родину несём на спине, щурясь выползая на свет.', 'Рэп новых галлов, вандалов и гуннов, вялится мясо в седле,', 'Мир многомерен, скрипят измерения, вертится вертикаль.', 'У хозяина праздник: рабы и холопы делят крошки на царском столе,', 'А мы наблюдаем, как в этой строке вновь закаляется сталь.', 'Припев:', 'Новая Россия вылетающая из меня,', 'Врезался в окна юным рассветом нового дня.', 'Новая Россия вылетающая из меня -', 'Больше зерна, нашей любви больше огня!', 'Новая Россия вылетающая из меня,', 'Мёртвые хоронят своих мертвецов - пустая возня!', 'Новая Россия вылетающая из меня -', 'Новая Россия выползающая из огня.']"
"['Am', 'A7', 'Dm', 'G', 'E7', 'A+7']",6289,9,15.10.2016,https://amdm.ru/akkordi/ddt/151431/esli_ya_zaboley/,"['Если я заболею, к врачам обращаться не стану.', 'Обращусь я к друзьям - не сочтите, что это в бреду:', 'Постелите мне степь, занавесьте мне окна туманом,', '(', '2Х', 'В изголовье поставьте упавшую с неба звезду.', 'Я шагал напролом, никогда я не слыл недотрогой.', 'Если ранят меня в справедливых тяжелых боях,', 'Забинтуйте мне голову горной лесною дорогой     2Х', 'И укройте меня одеялом в осенних цветах.', 'Порошков или капель, братишки, не надо', 'Пусть в стакане граненом всегда мне сияют лучи.', 'Жаркий ветер пустынь, серебро водопада      2Х', 'Вот чем стоит лечить, вот чем стоит лечить.', 'От морей и от гор веет свежестью, веет веками.', 'Как увидишь - почувствуешь: вечно, ребята, живем!', 'Не облатками путь мой усеян, а облаками', 'Не глухим коридором уйду я, а Млечным Путем.', '', '1)-------0------------0-----I---------1-------------1--------', '2)-----1---1--------2---2---I-------3---3---------3---3------', '3)---2-------2----0-------0-I-----2-------2-----2-------2----', '4)--------------2-----------I-----------------0--------------', '5)-0------------------------I--0-----------------------------', 'Если я заболею, к врачам обращаться не стану', '1)---------3---------------3------I-------0--------------0------', '2)-------3----3----------3---3----I-----3----3---------3----3---', '3)-----0--------0------0-------0--I---1--------1-----1--------1-', '4)-------------------0------------I----------------2------------', '5)--2-----------------------------I-2---------------------------', 'Обращусь я к друзьям - не сочтите, что это в бреду', '1)---------1-------------1-------I--------0-----------0--------', '2)-------3---3---------3---3-----I------1---1-------1---1------', '3)-----2-------2-----2-------2---I----2-------2----2------2----', '4)-----------------0-------------I---------------2-------------', '5)--0----------------------------I-0---------------------------', 'Постелите мне степь, занавесьте мне окна туманом', '1)-------0--------------0-------I-------0------------0------', '2)-----3----3---------3----3----I-----1---1--------2---2----', '3)---1--------1-----1--------1--I----2------2----0-------0--', '4)----------------2-------------I--------------2------------', '5)-2----------------------------I-0-------------------------', 'В изголовье поставьте упавшую с неба звезду...']"
"['D', 'G', 'Em', 'Bm']",7066,1,07.04.2003,https://amdm.ru/akkordi/ddt/7984/uhodit_nashe_pokolenie/,"['Intro:', '|', '|', '|', 'Залпами тысяч горластых энфантов', 'Отцы наши встретили новый день', 'Но наслаждались пожаром недолго', 'Устав отбрасывать тень', 'И в обед натощак закопали живьем', 'Надоевшую кровь перемен', 'Схоронив эту силу в густой чернозем', 'Вдоль отвоеванных стен', 'И мы выросли, но стены отцов зацвели', 'Плесенью и ржавым мхом', 'И вновь Солнца не видно и в этой пыли', 'Разрушался отцовский дом', 'И она проросла, эта сила в нас', 'Свежая кровь перемен', '""Свободу Солнцу!"" - опять получил приказ', 'Долго дремавший ген', 'И мы рубились и падали стена за стеной', 'И век пролетал за час', 'Но награды и деньги стали тощей ценой', 'И эта сила ушла от нас', 'И все конечно же случайность и бред', 'И это время угадала еда', 'Уходит наше поколение ""нет""', 'Приходит ваше поколение ""да""', 'Уходит наше поколение ""нет""', 'Приходит ваше поколение ""да""', 'Уходит наше поколение ""нет""', 'Приходит ваше поколение ""да""']"
"['B', 'Gm', 'Cm', 'F', 'D#']",12948,2,06.11.2009,https://amdm.ru/akkordi/ddt/92699/drug/,"['Ты пришел ко мне, слегка шатаясь,', 'Вливши небогатое меню,', 'И по стенам грустно озираясь,', 'Плакал. Ты поплачь, я покурю.', 'Плакал ты, но не хмельные слезы', 'Лились по невыбритым щекам...', 'Плакали утерянные грезы', 'По туманным синим берегам.', '', '', '', 'Ла-ла-ла...', '', '', 'Ла-ла-ла...', 'Наступила жизнь тебе на палец -', 'Невзначай на пальчик каблуком...', 'Ерунда! Но ты уже страдалец -', 'Бедный малый с длинным языком.', '', '', 'Ла-ла-ла...', '', '', 'Ла-ла-ла...', 'И кричишь, что дружба ненадежна,', 'А любви и вовсе, глупой, нет.', 'Честно жить на свете очень сложно,', 'Даже не хватает на обед.', '', '', 'Ла-ла-ла...', '', '', 'Ла-ла-ла...', 'Как всегда, великие надежды,', 'Превращались в глупые слова.', 'Хватит, друг, пора менять одежды.', 'Время видно браться за дела.', '', '', 'Ла-ла-ла...', '', '', 'Ла-ла-ла...']"
"['Bm', 'Bm/D', 'G', 'G5-', 'D7', 'A', 'Em', 'D', 'Dmaj', 'F#7']",11906,9,22.12.2014,https://amdm.ru/akkordi/ddt/102435/napishi_mne_napishi/,"['Вступление:', '|', '|', '|', '|', '|', '|', 'Наша борьба подошла к концу:', 'На стене телевизором тюремная клеть.', 'Спор о начале вновь подвёл к яйцу:', 'Мы сидим за столом и пьём свою смерть.', 'Солдаты духа, мы горим в трусах,', 'Слишком много эротики, да мало любви.', 'Страну закопали в этих кустах,', ""Кого не спроси - c'est la vie!"", 'И мы дарим друг другу время на память,', 'Россия - женщина с героическим прошлым:', 'Немного светлым, немного пошлым,', 'В постели с настоящим, как вечность в бурьяне.', 'Я думал она мать, оказалась бирр,', 'Я для неё неактуален и вреден,', 'Но я достаточно богат, позвольте леди', 'Печально смотреть на мир…', 'Проигрыш:', '|', '|', '|', '}x2', '|', '|', '|', '|', '|', '|', 'Припев:', 'Напиши мне, напиши,', 'Намешай, развороши.', 'Надыши мне, надыши', 'Фотографию души.', 'И кто будет драться, если завтра война?', 'Кто снова ослепнет, штурмуя свет?', 'Двойного гражданства у неба нет,', 'У Земли нет амбиций, но есть она.', 'Россия - женщина с разбитым лицом:', 'Для кого-то - ротик, для нас - пасть.', 'Россия - невеста, век с мертвецом,', 'Мы так напились, мы готовы пропасть!', 'И наш патриотизм не очень высок,', 'Он не фужер на банкете, не танцор нагишом,', 'Он не гимны, не марши, не речей песок,', 'Он наивен, прост и даже смешён!', 'Он не дубина, не народ, не вождь,', 'Не чугунный цветок в гранитной руке,', 'Он там, где мы хоронили дождь,', 'Он солнце, тонущее в реке.', 'Проигрыш:', '|', '|', '|', 'Он солнце, тонущее в реке,', 'Он солнце, тонущее в реке,', 'Он солнце, тонущее в реке…', 'Припев:', 'Напиши мне, напиши,', 'Намешай, развороши.', 'Надыши мне, надыши', 'Фотографию души.', 'Напиши мне, напиши,', 'Намешай, развороши.', 'Надыши мне, надыши', 'Фотографию души.', 'Он солнце, тонущее в реке,', 'Он солнце, тонущее в реке,', 'Он солнце, тонущее в реке,', 'Он солнце, тонущее в реке…', 'Припев:', 'Напиши мне, напиши,', 'Намешай, развороши.', 'Надыши мне, надыши', 'Фотографию души.']"
"['E', 'B', 'G', 'D', 'A', 'Em', 'C']",4920,0,21.10.2016,https://amdm.ru/akkordi/ddt/151828/intervy/,"['Тема+припев:', '|--------------------------------|', '|--------------------------------|', '|--------------------------------|', '|---2--------22--4--5-5-5-5-5-5--|', '|---2--2-2-2-22--4--5-5-5-5-5-5--|', '|---0--3-0-3-00--2--3-3-3-3-3-3--|', 'Куплет:', '|-----------------------------------------|         |-----|', '|-----------------------------------------| в конце |-----|', '|-----------------------------------------| куплета |-----|', '|---2--2-2--4--4-5-5---22--2-2--4--5-5-44-|         |-7-7-|', '|---2--2-2--4--4-5-5---22--2-2--4--5-5-44-|         |-7-7-|', '|---0--0-0--2--2-3-3---00--0-0--2--3-3-22-|         |-5-5-|', 'У них надёжная щель, у них в дыре нора', 'Их почти не достать, разве ангел-никто', 'Прилетит к тебе ночью в фальшивом пальто', 'Здесь от павших нет худа, от живых добра', 'А хочешь жить - стань мёртвым, что можешь съешь', 'Рупора массмедиа привьют новый вкус', 'А Ad Glorium per Anum выщипал плешь', 'В нашем страшном сне да ты философ не трусь', 'Счастье светлое всем, да высока ограда', 'Едут в гору кресты всё из шоколада', 'Рекламирует Рок президентов да водку', 'Что ж движения нет, но куда девать глотку?', 'Припев № 1.1', 'Глотку! Я буду драть глотку', 'Про безумные дали, где мы не бывали', 'Но всё же но всё же', 'Мы будем похожи когда-нибудь с ним', 'Когда-нибудь с ним', 'Мелочь ничего не прощает большому', 'Миллионы стали тривиальной соткой', 'Раскорячился монумент у пластмассового дома', 'Гулливер - Пётр в лилипутской лодке', 'Мёртвый дождь, я в кино сериал на неделю', 'С юга ветер принёс чужеземную осень', 'Я в лесу вчера видел русскую идею', 'Шла с верёвкой на шее между спиленных сосен', 'Здесь рекламная пауза......', 'Рай я тяну ти тараканьей положить на зуб', 'Что душа у посла на том свете пьёт чай', 'Что на теле осталась помада от губ', 'Припев № 1.2', 'Глотку! Я буду драть глотку', 'Про безумные дали, где мы не бывали', 'Но всё же но всё же', 'Мы будим, прохожий, мы будем с ним', 'Мы будем с ним!', 'Припев № 2', 'Не бранитесь херувимы', 'Не грусти господь, нас больше', 'Проживём мы злые зимы', 'Станем краше, станем тоньше', 'Светел рай, да трудно землю', 'Сделать сном снегу постели', 'Что расстелили нам метели', 'Семь небес накрыли тенью', 'Не грози чертям церковью, рядом с ней живут', 'Хозяин на привязи не бойся собак', 'Откопали кости лира, речь толкает шут', 'Да пойди разбери кто-кто здесь дурак', 'Даже звёзды не те , не в небе как надо', 'Звёзды носят прокладки, пьют шампунь, хит-парады', 'Съели белые полоски на своих тельняшках', 'Коммунальные вожди, женихи из пряжки', 'На троих: диктатура, бандюки да наци', 'Разливают страну. Кто ж закуска братцы?', 'Как их сделать людьми? Дайте им на водку', 'А пока а пока а пока пока пока пока', 'Припев', 'Припев № 2 - 2раза']"
"['Bm', 'G', 'Em', 'A', 'F#', 'D']",22627,49,07.05.2020,https://amdm.ru/akkordi/ddt/175199/doktor_liza/,"['x3', 'Увези меня отсюда,', 'Положи к себе в карман.', 'Я разбитая посуда,', 'Ветеран душевных ран.', 'В задыхающейся скорой', 'Небо в зеркальце дрожит,', 'Ждут в больничных коридорах', 'Золотые миражи.', 'Припев:', 'Доктор Лиза.', 'Доктор Лиза.', 'Обними любовь покрепче', 'В одеяло заверни,', 'Чтобы стало всем полегче', 'И оттаяли они.', 'Нам пророчат поражения', 'Разговоры ни о чем,', 'Отоспимся в воскресенье,', 'Когда всех людей спасем.', 'Припев:', 'Доктор Лиза.', 'Доктор Лиза.', 'Пьют диванные герои,', 'Видят правильные сны,', 'Проплывает в Черном море', 'Имя будущей весны,', 'За добро мы все в ответе,', 'На душе следы огня', 'И в далеком лазарете', 'Смотрят в бездну ты и я.', 'Припев:', 'Доктор Лиза.', 'Доктор Лиза.', 'Доктор Лиза.', 'Доктор Лиза.']"
"['Dm', 'A7', 'B', 'F', 'Gm']",3717,0,24.10.2014,https://amdm.ru/akkordi/ddt/99918/noviy_bar/,"['Открылся у нас новый бар', 'Ликует в Уфе молодёжь', 'Приятель, беги, там себе ты', 'Тепло в непогоду найдёшь', 'Ура, есть теперь, где присесть', 'И кофе попить от души,', 'А самый хороший коктейль', 'Смакуешь почти за гроши', 'Смотри-ка, ну прямо Париж!', 'Веселье и радость вокруг', 'А ты ещё мне говоришь,', 'Что некуда звать нам подруг', 'Новый бар, новый бар...', 'Новый бар, новый бар...', 'Новый бар...', 'Но времени месяц прошёл', 'Увы, бар почти пустовал', 'Лишь дядя за крайним столом', 'Тревожно, с натугой рыгал', 'Стояла почти тишина', 'Испарился культурный бармен', 'И бьёт по карману цена', 'За коктейль под названьем ""Портвейн""', 'Новый бар, новый бар...', 'Новый бар, новый бар...', 'Новый бар...', 'И было уже не смешно', 'Я чуткой спиною своей', 'Тяжёленький чувствовал взгляд', 'Мордастых нахальных парней', 'И хмуро смотрели они', 'Как я свой стакан допивал', 'И зад мой давно пожалел', 'Что снова сюда я попал', 'Новый бар, новый бар...', 'Новый бар, новый бар...', 'Новый бар...']"
"['F', 'B', 'C', 'Dm']",5131,0,25.08.2011,https://amdm.ru/akkordi/ddt/94452/on_poet_uzhe_davno/,"['Он поет уже давно', 'В телерадио, в кино.', 'Сколько надо и не надо.', 'Пой! Пой приятель все подряд!', 'Ведь легко тебе поется,', 'Все! Все! Все! Все легко у нас дается!', 'Он здоров, красив, приятен -', 'Прямо новый унитаз.', 'Ручку дерни и завоет, у-у-у', 'Только заплати побольше.', 'Хорошо козлу живется -', 'Много! Много! Много сена достается.', 'Он живет уже давно,', 'Вон горит его окно.', 'Там сегодня выпивают,', 'Иностранное играют.', 'Много женщин симпатичных -', 'Все ведут себя прилично.', 'Все ведут себя прилично.']"
"['C', 'F', 'G', 'Am']",27048,36,07.04.2003,https://amdm.ru/akkordi/ddt/857/leningrad/,"['Плюс один, ноль, плюс два, почернела Зима', 'Расцветает Январь язвой неба, ха-ха!', 'С юга ветер приполз, неспособный на бег,', 'Пожирает, дохляк, пересоленный снег.', 'А за ним, как чума - Весна. Ох-ха-ха-ха!', 'А на Невский слетелася стая сапог,', 'А на Невском такая стоит кутерьма,', 'А над Невским в глазок наблюдает тюрьма', 'Состоящая из одиноких мужчин,', 'Ни нашедших причин дарового тепла.', 'Непонятна весьма - Весна. Эх-ха-ха-ха!', 'А в каналах вода отражает мосты', 'И обрывы дворцов, и колонны-леса', 'И стога куполов, и курятник-киоск,', 'Раздающий за так связки вяленых роз.', 'А культура, вспотев в целофане дождей,', 'Объявляет для всех Ночи Белых Ножей', 'И боимся все мы, что дойдям до войны...', 'Виновата она - Весна. Ох-ха-ха-ха!', 'Эй, Ленинград, Петербург, Петроградище', 'Марсово пастбище, Зимнее кладбище.', 'Отпрыск России, на мать не похожий', 'Бледный, худой, евроглазый прохожий.', 'Герр Ленинград, до пупа затоваренный,', 'Жареный, пареный, дареный, краденый.', 'Мсье Ленинград, революцией меченный,', 'Мебель паливший, дом перекалеченный.', 'С окнами, бабками, львами, титанами,', 'Липами, сфинксами, медью, Аврорами.', 'Сэр Ленинград, Вы теплом избалованы,', 'Вы в январе уже перецелованы.', 'Жадной весной ваши с ней откровения', 'Вскрыли мне вены тоски и сомнения.', 'Пан Ленинград, я влюбился без памяти', 'В Ваши стальные глаза...', 'Напои до пьяна - Весна. Ах-ха-ха-ха!']"
"['C', 'G', 'C7', 'F']",8878,1,07.04.2003,https://amdm.ru/akkordi/ddt/12621/obdolbanniy_vasya/,"['Обдолбанный Вася с обдолбанной Машей', 'Стоял у Сайгона на кубик шабашил', 'Стоял у огрызка на шарик шабашил', 'Тут к ним подползает обдолбанный Сеня', 'Семен с воскресенья торчит в полный рост', 'Семен с воскресенья торчит в полный рост', 'Приносит тут Гришу обдолбанный Федя', '- Ну, как, поторчали?', '- Ништяк! Все окей!', 'Сидели на газе на стройке здесь рядом', 'Сторчав два баллона решили поесть', 'Сторчав два баллона решили поесть', 'Обдолбанный Сеня взглянул с омерзеньем', 'На долбаный Невский - говно, не страна', '- Пошли-ка долбиться, - воскликнула Маша', '- Что ж, кайфу здесь нету. Пошли, старина!']"
"['Bm', 'Gmaj', 'Em6', 'A7', 'Em', 'Bm/C#', 'Bm/D', 'Bm7', 'Gmaj9', 'Em6add9', 'Gm', 'F#m', 'A6', 'G']",20200,20,19.12.2014,https://amdm.ru/akkordi/ddt/102265/gde_mi_letim/,"['Вступление:', '|', '|', '|', '}x2', 'Где мы летим?', 'И как уже давно?', 'Кто нас послал?', 'И кто за всё ответит?', 'Мы первый камень', 'В первое окно,', 'Цивилизаций', 'Холодный ветер.', 'Разлита суть,', 'И не ясны причины,', 'Но в этом кайф,', 'Движеньем жизнь полна.', 'Играют в баре джаз', 'Суровые мужчины,', 'В фужере «Божоле»', 'Вращается луна.', 'Ночь, ночь, ночь.', 'Ночь, ночь, ночь.', 'О-о-о-о.', 'Припев:', 'Ночь сверкала в ваших чёрных глазах,', 'Ночь сжигала пальцы крашеных губ,', 'Ваши милые тайны рассыпались в прах,', 'А мир за окном так страшен и груб…', 'Спит на столе', 'Пьяный корабль Рембо,', 'Марксист-Париж', 'В горячечном бреду.', 'Вы Клеопатра', 'В цветаевском жабо,', 'Я Пьер Безухов', 'В трехтысячном году.', 'Мир - пилигрим,', 'Листает ночь Кокто.', 'Где мы летим?', 'И что нас завтра встретит?', 'Жизнь коротка,', 'Поёт аэроавто,', 'Твоя земля', 'В неоновом рассвете,', 'Твоя земля', 'В неоновом рассвете,', 'Твоя земля', 'В неоновом рассвете.', 'Припев:', 'Ночь сверкала в ваших чёрных глазах,', 'Ночь сжигала пальцы крашеных губ,', 'Ваши милые тайны рассыпались в прах,', 'А мир за окном так страшен и груб…', 'Ночь сверкала в ваших чёрных глазах,', 'Ночь сжигала пальцы крашеных губ,', 'Ваши милые тайны рассыпались в прах,', 'А мир за окном так страшен и груб…']"
"['Em', 'C', 'Am', 'B7', 'G', 'F', 'E', 'Dm', 'B', 'A', 'Gm']",26113,37,07.04.2003,https://amdm.ru/akkordi/ddt/4450/pravda_na_pravdu/,"['Intro:', '}x3', 'Страна швыряла этой ночью, мутной сволочью', 'И разменяв добро на зло, как деньги старые на новые', 'Рванула, асфальт, когда он на щеке, как водка с горечью', 'И окна, окна были первые готовые', 'И зло на заливном коне взмахнуло шашкою', 'Добро, оно всегда без кулаков, трясло культяшками', 'Пыталось жалость убедить, помочь опомниться', 'о быстрей и точней летела конница', 'Аплодисменты на манеж под звездным куполом,', 'Повыпускала ночь зверей и замяукала,', 'И заалекала, вспотела, вмиг состарилась,', 'И побледнела, и струхнула, и затарилась', 'Чем бог послал, а черт, а черт, а черт подсунул им', 'А он ведь старый театрал, ха-ха, он любит грим', 'Тела вдруг стали все огромные да полые', 'И пьяница сапожник в память нам оставил пленки голыми.', 'Припев:', '* 1', 'Правда на правду,', '* 2', 'Вера на икону,', '* 3', 'А земля да на цветы,', 'Это я да это ты.', '}x2', 'Страна швыряла этой, этой ночью сволочью,', 'Закат, когда он на щеке как водка с горечью', 'Страх покрывал все матом, будто потом, страх брел по городу', 'очное небо, это было дотом, оно еще напоминало чью-то бороду', 'Провинция зевала, душно нервно в телевизоры,', 'А кто-то просто шел домой и ел яичницу,', 'Дышали трубы тихо, мерно под скальпелем провизора', 'А кто-то в зеркале вертел уже своею личностью', 'Страну рвало, она согнувшись пополам просила помощи', 'А помощь танков по лоткам давила овощи', 'Аплодисменты, бис, везде ревело зрелище,', 'Стреляло право по беде - увидишь где еще', 'Страна рыдала   жирной правдой, так и не поняв истины', 'Реанимация визжала, выла бабой, последней нашей пристанью', 'Пенсионеры с палками рубились в городки с милицией', 'А репортеры, с галками, их угощали блицами', 'Судьба пила, крестясь, и блядовала с магами,', 'Брели беззубые старухи да с зубами флагами', 'А повар голод подмешал им в жидкий стул довольно пороху,', 'Герои крыли тут и там огнем по шороху', 'И спправедливость думала занять чью-либо сторону', 'Потом решила, как всегда, пусть будет смерти поровну', 'Да погибали эти пули, эти окна первыми', 'Все пулит были здесь равны все мысли верными', 'Аплодисменты, бис, везде ревело зрелище', 'Стреляло право по беде - увидишь где еще', 'И лишь в гримерке церкви пустота, в тиши да в ладане,', 'Где чистота и простота, где баррикады ада нет', 'Она горела в вышине, без дыма пламени', 'Я на колени тоже встал, коснувшись этого единственного знамени', 'Припев:', '* 1', 'Правда на правду,', '* 2', 'Вера на икону,', '* 3', 'А земля да на цветы,', 'Это я да это ты.', 'Страна швыряла прошлой ночью, мутной сволочью', 'Страна  скребла лопатой по крови покрытой инеем', 'Да по утрам вся грязь все лужи отражают синее', 'Асфальт когда он на щеке, как водка с горечью', 'а память фото пирамид с пустыми окнами-глазницами', 'Аплодисменты, чудный вид, с листом кленовым да с синицами', 'А будущее, что только родилось, беззвучно плакало,', 'А время тикало себе, а сердце  такало.', 'Припев:', '* 1', 'Правда на правду,', '* 2', 'Вера на икону,', '* 3', 'А земля да на цветы,', 'Это я да это ты.', '* 1', 'Правда на правду,', '* 2', 'Вера на икону,', '* 3', 'А земля да на цветы,', 'Это я да это ты.']"
"['Em', 'C', 'Am', 'B7']",50062,65,07.04.2003,https://amdm.ru/akkordi/ddt/9034/vals/,"['Вступление:', '1|--7--5-3--2-3-2-0--------------0-', '2|---------3-1-----1----4-0--------', '3|---------------2-----------------', '1|--7--5-3--2-3-2-0--------------0-', '2|---------3-1-----1----4----------', '3|---------------2-----------------', '1|--0--1-0----0--1-0----0--1-0---------', '2|----------4---------4----------4-1-0-', '3|-------------------------------------', '1|--7--5-3--2-3-2-0--------------0-', '2|---------3-1-----1----4----------', '3|---------------2-----------------', 'Дай хоть на секунду испытать святую милость', 'Снег, вчера упавший, расспросить про небеса', 'Что бы ни пропало, ни погибло, ни случилось', 'Слышать доносящиеся с неба голоса', 'И догнать бредущую в беспамятстве дорогу', 'И вернуть на место землю, как заведено', 'Покажите чудо, чтобы видно было многим', 'Как перевоплощается в кровь твое вино', 'Проигрыш:', 'Ветрами, морозами - хоть чем-нибудь поверьте', 'Покажи им чудо, злую осень покажи', 'Жизнь всегда любуется великолепной смертью', 'Смерть всегда отчаянно запоминает жизнь', 'Если бы хоть строчка этой ночью получилась', 'День жужжал и жег бумагой белой на столе', 'Все, что потерял я, отлюбил, что не свершилось', 'Вырастет подстрочником зеленым на золе', 'Проигрыш:', 'Дай мне оправдать твою безжалостную милость', 'Верными аккордами подыскать ключи', 'В сад, где все начала, все концы, куда стремились', 'Мы, когда нас резали и штопали врачи', 'Вырваться за грань уютной проданной свободы', 'Выбраться на волю сквозь витрины-миражи', 'Лечь в траву сухую и увидеть свои роды', 'Бабка-повитуха - смерть, хоть что-нибудь скажи', 'Проигрыш:', 'B7']"
"['B', 'G#7', 'C#m', 'A', 'E', 'F#m']",4846,0,29.01.2015,https://amdm.ru/akkordi/ddt/105686/rasskazhi_kak_ti_lybila/,"['Расскажи, как ты любила,', 'Расскажи, какой была.', 'Да забудем все, что было -', 'Нас с тобой судьба свела.', 'Мы с тобой по горло сыты', 'Пересоленной бедой.', 'Где твои мечты зарыты,', 'Там и я жду молодой.', 'Я седой и ты не дева,', 'А нам не строить и не ломать,', 'Спой-ка мне про ветер белый,', 'Да пошли ложиться спать.']"
